Sentiment,Label
kan magkonstrak nin simbahan duman nabua dae pighiro imahen pighihiro igwa nagluluwas halas,negative
katdo daang panahon igwang lalaki ang pangaran juan,neutral
ang hanapbuhay gibo nin bakol itinda,neutral
sarong beses kan siya magsakat bukid mangua nin kahoy siya nakaagi sin kahoy may tulo sanang sanga,neutral
sarong sanga ang bunga uti sarong sanga ang bunga pula duman naman sarong sanga itom,neutral
ngonyan pigrisa kahoy,neutral
ikahoy iniyo nahiling may kinakanan nin gamgam bunga,negative
maisip ngaya nakakahilo dai kakakanon kan gamgam,neutral
namitan daw ngaya enot kinakan riya bungang puti,neutral
talagang mahamis,positive
pagkatapos pagkakan kang bungang puti daw ngayang pula,neutral
kuminua siya kan hinog inubakan kinakan,neutral
mahamis,positive
pagkakakan m juan naispan miyang maghabs mangus nin,neutral
sigibohon bakol kan siya nagbaba napangalas siya may sungay,neutral
siya namroblema juan pano mahahali ang sungey,negative
riya nap isispisip mi juan sabi daa kang gurang,neutral
ano ang gintkanan kang helang iyo lang makakabulong ang,neutral
gimiboniya nagkuasiyang dahon kang kahoy may tuo 3,neutral
bat ibang klaseng bunga asin iginasgos nia puro kang sung,neutral
paghatapos nanggad nawara sungay nagtubo payo,positive
pagkahiling no mampak pagpara suntokon don rodrigo,negative
yamaan de komo maluya da naginbo,negative
yamaan gaposon kalbaryo ipako do krus,negative
tadtina yo opos panik do santa krus kuwintas,negative
ngaya among mata tatade yo krwintas,neutral
mapagmata ya don rodrigo pangala bumaoy,neutral
ngaya kaowintas kewelapahawason an dose higante,neutral
pagkimat ya antimano yaonyo dose higant,neutral
dios gaya ano an nangyari kimo,negative
mala niwang nakagapos daton kaglbohan ngaya ch nan kalaban,negative
yamaan ngaya an gusto,neutral
sabihon entero banwaan nan mampaktonowon yamaangaboton yo,neutral
sta krus habaran iyadaton sana ngaya among kam ngaya,negative
hahaa pansabad yo mampak ipinagsabad do kadagatan,negative
madaling sabi nabawi yayo asawa ya pagkakoko no kuwintas yo,negative
rnasult yo balay ya palasyo do kadagatan nasult yo tinampo,neutral
pian do panogen ya pati yo ipinagbo do magudang ya nasulit,neutral
ano nangyari do pinagabolong an katubean baga nan,neutral
pinagabolong naenkanto naibanan,negative
manay an akos yaan susan,neutral
ngaya manay santigwaron daw gaya ya boboy,negative
santigwaron,negative
inagapan no pagkahulog,positive
yamaan yo akos naga sabi bo abo,negative
anro an yo bugaybo entero nagatindog nogisog,negative
no mata pinagatonglon an sabi pautay seton ata,negative
nagisog nano akos sabi maray nganako nai rico ya akos,negative
thapag yarnoan mages hahapeg no napkins ho,negative
ikamangyan bogia do aba nahiling yo aso,negative
entero ragaluyap itong aki nagpaparasabi nin maray mgaya,negative
magraan bogona pinaga palimanlimanan no,negative
magudang alalaki tolos ipinabolong,negative
ya pinagbobolong napaono,negative
abo ngaya keton ngani ikinaangot nganako,negative
soy pigdotdoton nganako pig poasuwan sanay ata,negative
gaya abo ya ano nagintnd paasuhan baga yo akos,negative
yaon nganakonoy tapos krusan bag ata yo paghwas,negative
sana manay entero pinangigirabo,negative
manay pina naaswang may irrigation pinaaking sala oras,negative
agom iyan kan tugang nasi felix,neutral
tinapalan lang yan,neutral
an tapal ikamyang iyan,neutral
pangontra talaga tyan bilog on dahon kaiyan,positive
ipinagtatapal iyan bados pangontra aswang,positive
igwa iyan ba ibang kolo,neutral
igwa kaiyan berde,positive
an pinakaepektibo iyo an pula pula talaga on pangontra,positive
kun malala an bados bako iyan an pinagagamit,negative
tanganing dae malaglag an aki saghud mapondo an pagiugo asin an pagkulog kan tulak,positive
pnaghahaluannaiyan min dahon nin hap ska,positive
ikinudkod niyog pinaghahalo yan tapos sinusugba kalayo,neutral
alagad dae matutong,neutral
parawaras ngamin kadunungan nagtututuro nangongorog,positive
silngan nagtuturo namo agko pagkaboot,positive
tawan orot,positive
bayubuan isip namong lumbod,positive
ulaton sadto ikog,positive
biyayaan kanirang puso,positive
unang nagoogma kami nanggongorog,positive
nagpapakusog nanluluya boot,positive
tawi maboot pagpapaonod,positive
bukong madali agyan pagkakatood,neutral
paludabon init kanirang boot,neutral
kalayo nagpapakaraba pagkaboot namo pagkatood,positive
tabangi sirang mabayad kakayan lambang,positive
pagtubod kanamo markang nakukuko orog pang magbat,positive
itanom kanda halaga padagos pagadal,positive
nagpapabayad bagong kadunungan kami nungka maandal,positive
paaruga abuton kinaudmaan,positive
alangkaw arog kanamong pangaturugan,neutral
bendisyonan nagtututuro nauna nagpatood,positive
gibo nagdadanay abot ngowan pigiirongog,positive
tugutan liwanag kanimong paarog bangrawan ngamin nagtututuro,positive
magpatindog paagi kanirang rira,neutral
maboot paagi kanirang isip,positive
magiras paagi kanirang puso,positive
awot,neutral
dakula an saimong pisot,positive
maseram talaga ang msingle mom,positive
abo laspag ya boray kadakol nakan nakadale,negative
pinagtakrasan naman batag sadto uma ay,negative
labi taban yan dawa lubi lubi sana pinalampas,negative
kinudkud lukarun niyog ayo konting asin ang habu lang kaidtu so inuman daud madiglumon gari hali ref ang tubig,positive
masiram daa nahiling ksn lola pighahanawan kan sakung kamot,positive
arog bga san my banggera tpos dulay yan ang gamit mi kadto nbagsakan nn paril ginaba nn bagyo diit depirencia ndamay kota c ttay ga buhok ga nawe sabi cn lolo at lola runot an dulay,neutral
aloyun dae nakatana kaan,negative
lani mi,positive
magayonon ang caption so etong mantang pigbabasa naroromduman katong panahon arog kami kaan buda mapapangirit hugot ang dulay kato pigbabangluhan so aso kan ata nin paroy binayo mas lalu masiram ang tubig,positive
so ayo lada at nagalanalana,neutral
masiram baga ang linanot mamay,positive
kasiram naman kan mirendalan ibos kaibahan umuusok kape kinagod lobi nan kape,positive
iiyo tabi nakaon mas marhay ung kinunut pating lalo medyo maharang nglalanalana leputok ay siram sana,positive
lyan kan kalalayas kua ang hanap,negative
maraya,negative
lyong gayo,positive
malagtok ang maluto pig kaagan asin lokdo,positive
siram kaan gutaan muda may karabasa,positive
kanamit sana kaan,positive
arog kami kaan kn daraga km igwa suknong pangatong may nakasabat kmng soltero pig tatakpan mi kn samong kamot an samong kilikili,positive
siram kang pangit bato pahagad kadikit lang sana,positive
aw iyo sigi daw pabakal kan doma,positive
pakidara igdi manila harani crossing kan mandaluyong sarong kilong batag boda kamote,positive
totoo naman kmi 3 tapayan pang hugas hugas ssarong dulay inuman malipot ang tubig dulay may petromax kmi 3 igwa gasera pang magdamlag,neutral
igwa kmi pang bobon libod,positive
hahaha ayos bagog saud kmi lukad at mais naglaog kmi rrs d kmi tgpansin malapokon tsinelas me iluas paderes perak tudo bga asikaso pigcash me,positive
8cubic sanyo ref and 14 inches sanyo black and white pigaberik ang chanel hangaang ngana parakupras giraray,neutral
rock n roll sana pirmi b,positive
labot kanimo parakpatakan,negative
baad igwa pahagad tabi idol,positive
au p aq sn ngana pigingatan mana s magurang,positive
aro kiton ang namo kadto siton baao,positive
nipa house mamuya presko da problema tubig kc burabod,positive
sabaw kusido may sibubog labason so byo nagakurit alunan ang alsom,positive
baga imbes sinda ang mangaturog ang mangaturog,negative
ay wara madaog san ato kanamasan,negative
20 pesos ang aro tiklad ssamo mahibog 2k per hundred,positive
ing siram san,positive
igdi ang presyo kopra 24 80 tapos nung huwebes naging 25 ang kilo jackpot kuta makababakal karne,positive
tyempo lang ah manay kasuhapon eyu an panira mi sagkud ngunyan luto yan,neutral
matua saku ang gamit mi kaiyan kato,neutral
daing kalawang itom tz makapal ang lata,positive
yan dawa sadit sana baloy basta buo pamilia malang ogma pirmi ayahay kitona baloy,positive
naalala kan naka order nin gulay masiramon paghilingon ang pakaguta yun palan siling green,positive
masiram talaga inot lang ang harang paghaloy sanay ang dila,positive
inaykong siram,positive
ano inalsuman tapos maylada siram,positive
ay presko bga karigos dyn,positive
0 uzo mn kaidto surublian nin bado igwa ing maisulot sarong okasyon relate n maray,neutral
ang problema ngani so hahalat gutom anong gibuhon iba ngunyan,negative
sainsain gilid ma kakan,neutral
cram sana garo kmn sana kaon k pinakro oo,positive
relate dyan kan aki kami an sako laogan kaidto kan lukad idtong dakola,neutral
brown an kulay iyo an pigtuturogan namon parong pang lukad,neutral
muya bangot kaan ay tinapa dai dawa piniritong galunggong,positive
tapos may lada yos,positive
ginulat mi subanggi langka may bangot sardinas puerte bga so karaonan,positive
nagibo arog kaan so tugang last week ng nsa pinas,neutral
taano dai ipinag iba so binutong ibus sagkod so pansit bato namay dinuguan,neutral
labi kun maharang harang ay inay,neutral
wara nababakal kaiyan,negative
arog kaiyan an kusina mi kaitong saraday kami simple malinig,positive
an tubig mi hali bubon dae kami nagkakahelang maski dae pig pakuluan,positive
gasera lang ilaw nakatapos kan adal,positive
nakaka missed an dinakulaan buhay an iba muya itong dutdutan mantika kan orig may asin masiramon daa,positive
maseram kan,positive
siram sada lalo may chocolate cacao,positive
tabi masiram yan pirme kmi nagluluto ng sinantol,positive
maray ngane an butangan plato moderno kme kaidto kawayan ang kaagan neng plato baso,neutral
pagnakahiling nin arog kaan harong naroromdoman kan sadit kumpleto so miembro kan samong pamilya,neutral
buruhay magurang asin so ibang tugang,neutral
sobrang ogma talaga,positive
problema pagbuhay sagana prutas pagsira doma,positive
ngunian dai makakaon nin doma asin prutas kun dai nin sanggatos pesos,negative
kun dai nin pambakal magliwoy sana sobrang pagkasablok,negative
kun magtanom ngunian kun dai nagbugtak abono dai nagtatalubo an tinanom,negative
arug kayan an buhay niamo kan aki kami,positive
bagu kopta maka sine legaspi city makaun masiran pansit intsik polangui,positive
relate kaan byo nagkakaragat k sugod or tabobowan nararapas kn puro kahoy,neutral
lu baga kami ngani ng sagrap s maawot makua k gulayun buda kahoy h,positive
maski harayuon kabubudlan makaabot gayod maka bayli lang,negative
kontkdo porma kuntudo hambog kuntudo yabang ito plan hinaragadan mn sana hahaha,negative
me too tataw nikan magsurat haha,positive
natong bangutan danggit tas laagan diit lada,neutral
ay baa seram,positive
batid magtiklad lola paratiklad mahibog an tiklad ninda kaidto asin barato,neutral
kawasa ing tugas nikan payu,negative
nauko kn hanap,negative
naga balon basod bulsa in case igwa iriwalan safety may pang wisik mata,negative
dakul kaan pg kakauran,negative
so ina q mahiguson kaan mangua,positive
iti ang miss luto siram sana,positive
ay tlg arug kaan tig ggibu nuong panahon pru bata ngaun ang aarti,negative
an pakurugus kugus ngani an parte exsaherado an sulteo lalo tugtug ang sweet music aw badaw an kabig baga kadaragahan pwerte,positive
suskopo dawa malabuyun masugsug kami kalabuyan makabayle lang may darang onlong kada saru palsok kan saru c saru nmn masolo,neutral
tandayag kang aki buray ina u,negative
gari nanggad kamo c ama nindo bultoks,negative
kasta rapadohon an saimong alintak,negative
dawa tubig n sana ang inumon abang nagom kan kakan merindalan nyato kayan pirmi,neutral
pan legaspi ing sapat idol lalo may pansit bato panalo,positive
iyo bga tiga aki ngani kan sarasit boda nay kabanga kilo spag liluto,positive
una igdi yan bulakan harung mabakal talaga kaan,positive
masiram an manay,positive
pwerte paka atado san linubak,positive
garo buto,negative
parakito gadan,negative
raburab,negative
danas q an eyung gayo,negative
simpleng buhay dawa pirme sanang gulay ginunawan,positive
ginaga ugbos natong pako pwerte kakan,positive
pagka aga tinutong bagas,neutral
ginaga lakad bulan ayos naman baga sabayan ning sinapna batag kya,neutral
kamote pwerteng maray,positive
arog kaiyan so lolo at lola naabutan nagtatangal ng lucad pang gatong me so binongan,neutral
bago ang tsenilas dae timakan baka maatian bitbiton sana yanim makulog,negative
utroha,negative
diit mantika asin min lada siramon naan min igwa coffee mainiton,positive
ayy talaga naman dae kana makakan pang bang gi,neutral
wow pinangat c manay abing masiramon mg luto kaiyan,positive
pirinuhon an pgtuktuk kan kinudkud niyog,positive
masiram yan dyan may tulay kang himaao bago abot ocampo,positive
pwede tabi mailing muna kwarto,neutral
agko tabi kamo mas silinsyo,neutral
mas dakul,positive
mas malinig,positive
mas barato,positive
ngamin,neutral
masiramon gari maliputon ang tubig pasupport manay asin manoy kan sakuyang page follow salamat nin marhay,positive
mas mkunswelo kun an pig aagihan may sementeryo lintian paralapag tinampo,negative
kan kapagalan hahaaa,negative
uuli c mama eu pirme padara arong pamawan daa,positive
kaseram sada madaghanon ang kaon sada taga bicol kami,positive
abu k pinaalang abo kman k sariwa muyako pinaluyos lang may agunan k 3 aldaw,negative
ssabihan hala gsto onggoy hinguto saimo,negative
gro ngani orig kadakula kuto,negative
kayang kya kna ilupad mayon,negative
masiramon kakanon iyan kan bicolano,positive
mabuhay ang pinakro,positive
kan elem pamahawan pangudtuhan buda pamangihan mi iyan kina chubby,positive
arog kami kayan kaidto,neutral
sakdohan mi masakit bakilid arog kaini perme reaksyon,negative
nakaraos,positive
aranasan yan dati,neutral
iniyow turingan tilapia bifian nakapag luluto pirming nagtitinda,neutral
palengke puerte an pagkaon kan manga aki masiram dakol an gata,positive
kan panahong aki nababakalan sana baterya an samong portable turn table kapag nakapag kundusir kan lukad,neutral
mayo pang kuryente uma kaito,negative
makaliwoy maray an,positive
hali pangaran kan sarong tawo,neutral
maagi sapa pani rebeldeng tawo,negative
ikukumpara syudad mas matuninong an buhay digdi,positive
warang ribok arayi modernong gibu,positive
perd da sobrang ignorante an tawo digdi nakasabay uso,negative
pagpagirumdom an tambubong simbolo ning yaman kan panahon,positive
sagkod ngonian rinconada an bula iyo an may maiwas tanoman,positive
rinibong sako nin paroy piggogoce kada igwa akong istroya,positive
saindo kahimanwa,positive
paglaom nabuksan pagtios baka mapara,positive
ikurahaw asin ibalangibog asenso mahihiling ogma asin pasalamatan,positive
magtarabang giraray pagmukna nin bagong bula,positive
kapakinabangan,positive
tbinugtak nya magtabang,positive
panindugan,positive
magmahigos asin magpakamatanos,positive
